"client_id","client_first_name","client_middle_name","client_last_name","client_fio_full","client_bday","client_bplace","client_cityzen","client_resident_cd","client_gender","client_marital_cd","client_graduate","client_child_cnt","client_mil_cd","client_zagran_cd","client_inn","client_snils","client_vip_cd","contact_vc","contact_tg","contact_other","contact_email","contact_phone","addr_region","addr_country","addr_zip","addr_street","addr_house","addr_body","addr_flat","addr_area","addr_loc","addr_city","addr_reg_dt","addr_str","fin_rating","fin_loan_limit","fin_loan_value","fin_loan_debt","fin_loan_percent","fin_loan_begin_dt","fin_loan_end_dt","stream_favorite_show","stream_duration","create_date","update_date","source_cd"
"85","саграт","мирдамат оглы","кочьян","кочьян саграт мирдамат оглы","1991-08-29","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","koh_yn@ramallah.cc","9241197863","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","в лучшем мире","123","2020-03-13","2024-05-03","","[775570658]"
"86","заришан","разильевна","поцелуева","поцелуева заришан разильевна","1993-01-19","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","mannova@mailbling.com","9903849692","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рассказ служанки","978","2021-07-27","2021-04-06","","[457077699, 16051624]"
"87","гулмайраш","жексенбаевна","ремешевская","ремешевская гулмайраш жексенбаевна","1927-04-06","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","remehevskay@siliconemail.com","9376252325","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","последний танец","140","2020-05-20","2020-05-20","","[35210681]"
"88","танер","серпионович","нарешелашвили","нарешелашвили танер серпионович","2005-01-01","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","narehelahvili@tver.tv","9421111683","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the incredibles","763","2020-04-27","2024-02-20","","[711799530]"
"89","загиди","сантгалимович","шпачук","шпачук загиди сантгалимович","1940-11-11","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","hpahuk@giza.cc","9085764840","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","deadpool","37","2023-04-10","2023-04-10","","[81203096]"
"90","кужагали","гариф оглы","жужуков","жужуков кужагали гариф оглы","1982-11-05","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","zuzukov@dublin.com","9928341605","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","корона","251","2022-08-26","2022-08-26","","[499768920]"
"91","рифак","мидасович","еронкевич","еронкевич рифак мидасович","1977-04-17","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","tiunelis@timor.cc","9269399233","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the boys","437","2023-12-10","2023-12-10","","[698133853, 391278706]"
"92","ырсканым","жимбаевна","передирина","передирина ырсканым жимбаевна","1967-09-24","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","peredirina@coolshit.com","9996953194","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","паразиты","1461","2023-11-02","2023-11-20","","[78656073]"
"93","дуйсенгали","бобохонович","гайдаюк","гайдаюк дуйсенгали бобохонович","1955-03-08","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","gajdauk@lipetsk.biz","9037612682","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","star wars: a new hope","846","2020-02-06","2022-10-23","","[828777417]"
"94","акбулат","утемаратович","парун","парун акбулат утемаратович","1939-07-14","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","paruna@singapore.com","9281165768","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","parks and recreation","1412","2020-11-11","2020-11-11","","[620699181]"
"95","айме","нерсиковна","тринкевич","тринкевич айме нерсиковна","1990-03-05","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","trinkevih@list.ru","9957472124","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","прослушка","515","2023-10-05","2023-10-05","","[669287365]"
"96","аблисан","артыкович","грижневич","грижневич аблисан артыкович","1914-04-24","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","griznevih@latakia.cc","9624419352","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the x-files","1435","2023-10-12","2024-06-10","","[819848867]"
"97","гайнеден","мосес","делицын","делицын гайнеден мосес","1975-06-01","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","delizyn@omdurman.cc","9247555890","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","dune","1392","2021-11-25","2021-11-25","","[35694728]"
"98","дарыга","набиевич","плыгунова","плыгунова дарыга набиевич","1953-11-22","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","plygunova@relapsecult.com","9905366520","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","ведьмак","282","2023-06-03","2023-06-03","","[728501956]"
"99","магалим","капитоновна","тасыбаев","тасыбаев магалим капитоновна","1993-03-17","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","tasybaev@bahraini.cc","9289436557","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","симпсоны","603","2024-03-29","2024-03-29","","[208289866]"
"100","пазыл","шалваевич","братей","братей пазыл шалваевич","1977-08-02","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","bratej@publicist.com","9869349182","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","deadpool","1386","2021-09-13","2021-09-13","","[671683251]"
"101","исломидин","паладьевич","грабарь","горяченков исломидин паладьевич","1923-08-31","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","grabar_@ahsa.ws","9113705338","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","не время умирать","1258","2021-01-21","2021-01-21","","[96931768, 827519507]"
"102","алжинат","балафендиевна","янчипова","янчипова алжинат балафендиевна","1936-06-01","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","ynhipova@grapemail.net","9327886917","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","django unchained","265","2022-09-20","2022-09-20","","[735308727]"
"103","наилэ","габайдуловна","кунгурова","кунгурова наилэ габайдуловна","1992-04-14","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","kungurova@hot-shot.com","9647369662","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","","1030","2024-02-08","2024-02-08","","[76390789]"
"104","сайём","бейбутович","карлыков","карлыков сайём бейбутович","0047-02-28","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","karlykov@certifiedbitches.com","9104652112","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","frozen","217","2020-12-22","2024-08-24","","[280899810]"
"105","залидя","червоновна","корбовская","корбовская залидя червоновна","1968-04-13","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","korbovskay@writeme.com","9109395301","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","""1917""","501","2024-09-13","2024-09-13","","[879977451]"
"106","хамеда","мазаировна","грищина","грузина хамеда мазаировна","1973-09-27","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","gruzina@goddess.com","9688068370","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","lost","1314","2024-08-04","2024-09-07","","[179210362, 899965537]"
"107","минцзин","бахтигеревна","вдовина","вдовина минцзин бахтигеревна","1953-01-31","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","vdovin@smtp.ru","9052643783","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the expanse","1351","2020-06-25","2020-06-25","","[379600884]"
"108","фарагат","зейтунович","хамидуллаев","хамидуллаев фарагат зейтунович","1955-11-04","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","kamidullaev@opendiary.com","9911677198","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","","1415","2021-08-09","2021-08-09","","[155253060]"
